,Date -Sampled-,Sample Site,Mod-ASP,ASP -ug/g-,County,Sample Type,Latitude,Longitude,Zone
888,2015-11-23,"CDFG Trawl Block 202, Eureka",,43.0,Humboldt,"Crab, Dungeness, viscera",40.83333,-124.23333,
889,2015-11-23,"CDFG Trawl Block 202, Eureka",,59.0,Humboldt,"Crab, Dungeness, viscera",40.83333,-124.23333,
890,2015-11-23,"CDFG Trawl Block 202, Eureka",,29.0,Humboldt,"Crab, Dungeness, viscera",40.83333,-124.23333,
891,2015-11-23,"CDFG Trawl Block 202, Eureka",,13.0,Humboldt,"Crab, Dungeness, viscera",40.83333,-124.23333,
892,2015-11-23,"CDFG Trawl Block 202, Eureka",,14.0,Humboldt,"Crab, Dungeness, viscera",40.83333,-124.23333,
893,2015-11-23,"CDFG Trawl Block 202, Eureka",,50.0,Humboldt,"Crab, Dungeness, viscera",40.83333,-124.23333,
894,2015-11-23,"CDFG Trawl Block 249, Ft Bragg",,47.0,Mendocino,"Crab, Dungeness, viscera",39.8,-123.88333,
895,2015-11-23,"CDFG Trawl Block 249, Ft Bragg",,150.0,Mendocino,"Crab, Dungeness, viscera",39.8,-123.88333,
896,2015-11-23,"CDFG Trawl Block 249, Ft Bragg",,20.0,Mendocino,"Crab, Dungeness, viscera",39.8,-123.88333,
897,2015-11-23,"CDFG Trawl Block 249, Ft Bragg",,61.0,Mendocino,"Crab, Dungeness, viscera",39.8,-123.88333,
898,2015-11-23,"CDFG Trawl Block 249, Ft Bragg",,28.0,Mendocino,"Crab, Dungeness, viscera",39.8,-123.88333,
899,2015-11-23,"CDFG Trawl Block 249, Ft Bragg",,63.0,Mendocino,"Crab, Dungeness, viscera",39.8,-123.88333,
900,2015-11-23,"CDFG Trawl Block 202, Eureka",,41.0,Humboldt,"Crab, Dungeness, viscera",40.83333,-124.23333,
901,2015-11-23,"CDFG Trawl Block 202, Eureka",,53.0,Humboldt,"Crab, Dungeness, viscera",40.83333,-124.23333,
902,2015-11-23,"CDFG Trawl Block 202, Eureka",,42.0,Humboldt,"Crab, Dungeness, viscera",40.83333,-124.23333,
903,2015-11-23,"CDFG Trawl Block 202, Eureka",,33.0,Humboldt,"Crab, Dungeness, viscera",40.83333,-124.23333,
904,2015-11-23,"CDFG Trawl Block 202, Eureka",,37.0,Humboldt,"Crab, Dungeness, viscera",40.83333,-124.23333,
905,2015-11-23,"CDFG Trawl Block 202, Eureka",,13.0,Humboldt,"Crab, Dungeness, viscera",40.83333,-124.23333,
918,2015-11-29,"CDFG Trawl Block 517, Marina",,6.5,Monterey,"Crab, Dungeness, viscera",36.743802,-121.916942,
919,2015-11-29,"CDFG Trawl Block 517, Marina",,8.4,Monterey,"Crab, Dungeness, viscera",36.743802,-121.916942,
920,2015-11-29,"CDFG Trawl Block 517, Marina",,3.6,Monterey,"Crab, Dungeness, viscera",36.743802,-121.916942,
921,2015-11-29,"CDFG Trawl Block 517, Marina",,7.0,Monterey,"Crab, Dungeness, viscera",36.743802,-121.916942,
922,2015-11-29,"CDFG Trawl Block 517, Marina",,11.0,Monterey,"Crab, Dungeness, viscera",36.743802,-121.916942,
923,2015-11-29,"CDFG Trawl Block 517, Marina",,5.2,Monterey,"Crab, Dungeness, viscera",36.743802,-121.916942,
924,2015-12-01,"CDFG Trawl Block 422, Carmet",,22.0,Sonoma,"Crab, Dungeness, viscera",38.43333,-123.18333,
925,2015-12-01,"CDFG Trawl Block 422, Carmet",,69.0,Sonoma,"Crab, Dungeness, viscera",38.43333,-123.18333,
926,2015-12-01,"CDFG Trawl Block 422, Carmet",,18.0,Sonoma,"Crab, Dungeness, viscera",38.43333,-123.18333,
927,2015-12-01,"CDFG Trawl Block 422, Carmet",,5.8,Sonoma,"Crab, Dungeness, viscera",38.43333,-123.18333,
928,2015-12-01,"CDFG Trawl Block 422, Carmet",,12.0,Sonoma,"Crab, Dungeness, viscera",38.43333,-123.18333,
929,2015-12-01,"CDFG Trawl Block 422, Carmet",,7.7,Sonoma,"Crab, Dungeness, viscera",38.43333,-123.18333,
930,2015-12-01,"CDFG Trawl Block 447, Bolinas",,19.0,Marin,"Crab, Dungeness, viscera",37.873883,-122.764208,
931,2015-12-01,"CDFG Trawl Block 422, Carmet",<,2.5,Sonoma,"Crab, Dungeness, viscera",38.43333,-123.18333,
932,2015-12-01,"CDFG Trawl Block 447, Bolinas",,4.9,Marin,"Crab, Dungeness, viscera",37.873883,-122.764208,
933,2015-12-01,"CDFG Trawl Block 447, Bolinas",,5.0,Marin,"Crab, Dungeness, viscera",37.873883,-122.764208,
934,2015-12-01,"CDFG Trawl Block 447, Bolinas",,18.0,Marin,"Crab, Dungeness, viscera",37.873883,-122.764208,
935,2015-12-01,"CDFG Trawl Block 464, San Pedr",,16.0,San Mateo,"Crab, Dungeness, viscera",37.577033,-122.595224,
936,2015-12-01,"CDFG Trawl Block 464, San Pedr",,2.7,San Mateo,"Crab, Dungeness, viscera",37.577033,-122.595224,
937,2015-12-01,"CDFG Trawl Block 464, San Pedr",<,2.5,San Mateo,"Crab, Dungeness, viscera",37.577033,-122.595224,
938,2015-12-01,"CDFG Trawl Block 464, San Pedr",,39.0,San Mateo,"Crab, Dungeness, viscera",37.577033,-122.595224,
939,2015-12-01,"CDFG Trawl Block 464, San Pedr",,5.6,San Mateo,"Crab, Dungeness, viscera",37.577033,-122.595224,
940,2015-12-01,"CDFG Trawl Block 464, San Pedr",,5.8,San Mateo,"Crab, Dungeness, viscera",37.577033,-122.595224,
941,2015-12-01,"CDFG Trawl Block 464, San Pedr",<,2.5,San Mateo,"Crab, Dungeness, viscera",37.577033,-122.595224,
942,2015-12-01,"CDFG Trawl Block 464, San Pedr",,6.4,San Mateo,"Crab, Dungeness, viscera",37.577033,-122.595224,
943,2015-12-01,"CDFG Trawl Block 464, San Pedr",,13.0,San Mateo,"Crab, Dungeness, viscera",37.577033,-122.595224,
944,2015-12-01,"CDFG Trawl Block 464, San Pedr",<,2.5,San Mateo,"Crab, Dungeness, viscera",37.577033,-122.595224,
945,2015-12-01,"CDFG Trawl Block 438, Pt Reyes",,16.0,Marin,"Crab, Dungeness, viscera",38.102567,-122.980295,
946,2015-12-01,"CDFG Trawl Block 438, Pt Reyes",,40.0,Marin,"Crab, Dungeness, viscera",38.102567,-122.980295,
947,2015-12-01,"CDFG Trawl Block 438, Pt Reyes",<,2.5,Marin,"Crab, Dungeness, viscera",38.102567,-122.980295,
948,2015-12-01,"CDFG Trawl Block 438, Pt Reyes",,5.0,Marin,"Crab, Dungeness, viscera",38.102567,-122.980295,
949,2015-12-01,"CDFG Trawl Block 438, Pt Reyes",,17.0,Marin,"Crab, Dungeness, viscera",38.102567,-122.980295,
950,2015-12-01,"CDFG Trawl Block 438, Pt Reyes",,14.0,Marin,"Crab, Dungeness, viscera",38.102567,-122.980295,
951,2015-12-01,"CDFG Trawl Block 108, George",,39.0,Del Norte,"Crab, Dungeness, viscera",41.76667,-124.25,
952,2015-12-01,"CDFG Trawl Block 108, George",,69.0,Del Norte,"Crab, Dungeness, viscera",41.76667,-124.25,
953,2015-12-01,"CDFG Trawl Block 114, Klamath",,29.0,Del Norte,"Crab, Dungeness, viscera",41.577254,-124.129973,
954,2015-12-01,"CDFG Trawl Block 114, Klamath",,29.0,Del Norte,"Crab, Dungeness, viscera",41.577254,-124.129973,
955,2015-12-01,"CDFG Trawl Block 108, George",,26.0,Del Norte,"Crab, Dungeness, viscera",41.76667,-124.25,
956,2015-12-01,"CDFG Trawl Block 115, Klamath",,49.0,Del Norte,"Crab, Dungeness, viscera",41.55,-124.18333,
957,2015-12-01,"CDFG Trawl Block 115, Klamath",,16.0,Del Norte,"Crab, Dungeness, viscera",41.55,-124.18333,
958,2015-12-01,"CDFG Trawl Block 115, Klamath",,23.0,Del Norte,"Crab, Dungeness, viscera",41.55,-124.18333,
959,2015-12-01,"CDFG Trawl Block 115, Klamath",,47.0,Del Norte,"Crab, Dungeness, viscera",41.55,-124.18333,
960,2015-12-01,"CDFG Trawl Block 115, Klamath",,9.8,Del Norte,"Crab, Dungeness, viscera",41.55,-124.18333,
993,2015-12-06,"CDFG Trawl Block 516, Marina",,5.8,Monterey,"Crab, Dungeness, viscera",36.758056,-121.823697,
994,2015-12-06,"CDFG Trawl Block 516, Marina",,4.6,Monterey,"Crab, Dungeness, viscera",36.758056,-121.823697,
995,2015-12-06,"CDFG Trawl Block 516, Marina",<,2.5,Monterey,"Crab, Dungeness, viscera",36.758056,-121.823697,
996,2015-12-06,"CDFG Trawl Block 516, Marina",,5.2,Monterey,"Crab, Dungeness, viscera",36.758056,-121.823697,
997,2015-12-06,"CDFG Trawl Block 516, Marina",,10.0,Monterey,"Crab, Dungeness, viscera",36.758056,-121.823697,
998,2015-12-06,"CDFG Trawl Block 516, Marina",,5.9,Monterey,"Crab, Dungeness, viscera",36.758056,-121.823697,
999,2015-12-08,"CDFG Trawl Block 447, Bolinas",,5.9,Marin,"Crab, Dungeness, viscera",37.873883,-122.764208,
1000,2015-12-08,"CDFG Trawl Block 431, Bodega",,38.0,Sonoma,"Crab, Dungeness, viscera",38.234676,-123.104345,
1001,2015-12-08,"CDFG Trawl Block 431, Bodega",,6.5,Sonoma,"Crab, Dungeness, viscera",38.234676,-123.104345,
1002,2015-12-08,"CDFG Trawl Block 431, Bodega",,100.0,Sonoma,"Crab, Dungeness, viscera",38.234676,-123.104345,
1003,2015-12-08,"CDFG Trawl Block 431, Bodega",,46.0,Sonoma,"Crab, Dungeness, viscera",38.234676,-123.104345,
1004,2015-12-08,"CDFG Trawl Block 431, Bodega",,32.0,Sonoma,"Crab, Dungeness, viscera",38.234676,-123.104345,
1005,2015-12-08,"CDFG Trawl Block 431, Bodega",,39.0,Sonoma,"Crab, Dungeness, viscera",38.234676,-123.104345,
1006,2015-12-08,"CDFG Trawl Block 439, Pt Reyes",,15.0,Marin,"Crab, Dungeness, viscera",38.066212,-123.096634,
1007,2015-12-08,"CDFG Trawl Block 439, Pt Reyes",,18.0,Marin,"Crab, Dungeness, viscera",38.066212,-123.096634,
1008,2015-12-08,"CDFG Trawl Block 439, Pt Reyes",,10.0,Marin,"Crab, Dungeness, viscera",38.066212,-123.096634,
1009,2015-12-08,"CDFG Trawl Block 439, Pt Reyes",,27.0,Marin,"Crab, Dungeness, viscera",38.066212,-123.096634,
1010,2015-12-08,"CDFG Trawl Block 439, Pt Reyes",,9.6,Marin,"Crab, Dungeness, viscera",38.066212,-123.096634,
1011,2015-12-08,"CDFG Trawl Block 439, Pt Reyes",,19.0,Marin,"Crab, Dungeness, viscera",38.066212,-123.096634,
1012,2015-12-08,"CDFG Trawl Block 472, HMB",,38.0,San Mateo,"Crab, Dungeness, viscera",37.39816,-122.463184,
1013,2015-12-08,"CDFG Trawl Block 472, HMB",,49.0,San Mateo,"Crab, Dungeness, viscera",37.39816,-122.463184,
1014,2015-12-08,"CDFG Trawl Block 472, HMB",,40.0,San Mateo,"Crab, Dungeness, viscera",37.39816,-122.463184,
1015,2015-12-08,"CDFG Trawl Block 472, HMB",,8.8,San Mateo,"Crab, Dungeness, viscera",37.39816,-122.463184,
1016,2015-12-08,"CDFG Trawl Block 478, Pescader",,8.9,San Mateo,"Crab, Dungeness, viscera",37.248466,-122.436052,
1017,2015-12-08,"CDFG Trawl Block 478, Pescader",<,2.5,San Mateo,"Crab, Dungeness, viscera",37.248466,-122.436052,
1018,2015-12-08,"CDFG Trawl Block 479, Pescader",,8.2,San Mateo,"Crab, Dungeness, viscera",37.248725,-122.57967,
1019,2015-12-08,"CDFG Trawl Block 479, Pescader",,21.0,San Mateo,"Crab, Dungeness, viscera",37.248725,-122.57967,
1020,2015-12-08,"CDFG Trawl Block 479, Pescader",,12.0,San Mateo,"Crab, Dungeness, viscera",37.248725,-122.57967,
1067,2015-12-15,"CDFG Trawl Block 473, HMBoff",,58.0,San Mateo,"Crab, Dungeness, viscera",37.414663,-122.583638,
1068,2015-12-15,"CDFG Trawl Block 473, HMBoff",,17.0,San Mateo,"Crab, Dungeness, viscera",37.414663,-122.583638,
1069,2015-12-15,"CDFG Trawl Block 473, HMBoff",,32.0,San Mateo,"Crab, Dungeness, viscera",37.414663,-122.583638,
1070,2015-12-15,"CDFG Trawl Block 473, HMBoff",,32.0,San Mateo,"Crab, Dungeness, viscera",37.414663,-122.583638,
1071,2015-12-15,"CDFG Trawl Block 473, HMBoff",,51.0,San Mateo,"Crab, Dungeness, viscera",37.414663,-122.583638,
1072,2015-12-15,"CDFG Trawl Block 473, HMBoff",,28.0,San Mateo,"Crab, Dungeness, viscera",37.414663,-122.583638,
1073,2015-12-15,"CDFG Trawl Block 473, HMBoff",,31.0,San Mateo,"Crab, Dungeness, viscera",37.414663,-122.583638,
1074,2015-12-15,"CDFG Trawl Block 473, HMBoff",<,2.5,San Mateo,"Crab, Dungeness, viscera",37.414663,-122.583638,
1075,2015-12-15,"CDFG Trawl Block 465, Off Pedr",,18.0,San Mateo,"Crab, Dungeness, viscera",37.574571,-122.781109,
1076,2015-12-15,"CDFG Trawl Block 465, Off Pedr",,6.6,San Mateo,"Crab, Dungeness, viscera",37.574571,-122.781109,
1077,2015-12-15,"CDFG Trawl Block 465, Off Pedr",,9.8,San Mateo,"Crab, Dungeness, viscera",37.574571,-122.781109,
1078,2015-12-15,"CDFG Trawl Block 465, Off Pedr",,31.0,San Mateo,"Crab, Dungeness, viscera",37.574571,-122.781109,
1079,2015-12-15,"CDFG Trawl Block 465, Off Pedr",,50.0,San Mateo,"Crab, Dungeness, viscera",37.574571,-122.781109,
1080,2015-12-15,"CDFG Trawl Block 465, Off Pedr",,6.1,San Mateo,"Crab, Dungeness, viscera",37.574571,-122.781109,
1081,2015-12-15,"CDFG Trawl Block 478, Pescader",,15.0,San Mateo,"Crab, Dungeness, viscera",37.248466,-122.436052,
1082,2015-12-15,"CDFG Trawl Block 478, Pescader",,46.0,San Mateo,"Crab, Dungeness, viscera",37.248466,-122.436052,
1083,2015-12-15,"CDFG Trawl Block 478, Pescader",,130.0,San Mateo,"Crab, Dungeness, viscera",37.248466,-122.436052,
1084,2015-12-16,"CDFG Trawl Block 210, HB entr",,30.0,Humboldt,"Crab, Dungeness, viscera",40.7493,-124.2845,
1085,2015-12-16,"CDFG Trawl Block 210, HB entr",,29.0,Humboldt,"Crab, Dungeness, viscera",40.7493,-124.2845,
1086,2015-12-16,"CDFG Trawl Block 211, HB entr",,54.0,Humboldt,"Crab, Dungeness, viscera",40.752117,-124.412543,
1087,2015-12-16,"CDFG Trawl Block 211, HB entr",,30.0,Humboldt,"Crab, Dungeness, viscera",40.752117,-124.412543,
1088,2015-12-16,"CDFG Trawl Block 211, HB entr",,32.0,Humboldt,"Crab, Dungeness, viscera",40.752117,-124.412543,
1089,2015-12-16,"CDFG Trawl Block 211, HB entr",,54.0,Humboldt,"Crab, Dungeness, viscera",40.752117,-124.412543,
1090,2015-12-16,"CDFG Trawl Block 202, Eureka",,63.0,Humboldt,"Crab, Dungeness, viscera",40.83333,-124.23333,
1091,2015-12-16,"CDFG Trawl Block 202, Eureka",,12.0,Humboldt,"Crab, Dungeness, viscera",40.83333,-124.23333,
1092,2015-12-16,"CDFG Trawl Block 202, Eureka",,19.0,Humboldt,"Crab, Dungeness, viscera",40.83333,-124.23333,
1093,2015-12-16,"CDFG Trawl Block 202, Eureka",,20.0,Humboldt,"Crab, Dungeness, viscera",40.83333,-124.23333,
1094,2015-12-16,"CDFG Trawl Block 202, Eureka",,17.0,Humboldt,"Crab, Dungeness, viscera",40.83333,-124.23333,
1095,2015-12-16,"CDFG Trawl Block 202, Eureka",,17.0,Humboldt,"Crab, Dungeness, viscera",40.83333,-124.23333,
1096,2015-12-16,"CDFG Trawl Block 132, Trinidad",,18.0,Humboldt,"Crab, Dungeness, viscera",41.02962,-124.145,
1097,2015-12-16,"CDFG Trawl Block 132, Trinidad",,22.0,Humboldt,"Crab, Dungeness, viscera",41.02962,-124.145,
1098,2015-12-16,"CDFG Trawl Block 132, Trinidad",,11.0,Humboldt,"Crab, Dungeness, viscera",41.02962,-124.145,
1099,2015-12-16,"CDFG Trawl Block 132, Trinidad",,8.9,Humboldt,"Crab, Dungeness, viscera",41.02962,-124.145,
1100,2015-12-16,"CDFG Trawl Block 132, Trinidad",,8.4,Humboldt,"Crab, Dungeness, viscera",41.02962,-124.145,
1101,2015-12-16,"CDFG Trawl Block 132, Trinidad",,37.0,Humboldt,"Crab, Dungeness, viscera",41.02962,-124.145,
1102,2015-12-16,Crescent City Harbor,,27.0,Del Norte,"Crab, Dungeness, viscera",41.746208,-124.184382,
1103,2015-12-16,Crescent City Harbor,,32.0,Del Norte,"Crab, Dungeness, viscera",41.746208,-124.184382,
1104,2015-12-16,Crescent City Harbor,,15.0,Del Norte,"Crab, Dungeness, viscera",41.746208,-124.184382,
1105,2015-12-16,Crescent City Harbor,,17.0,Del Norte,"Crab, Dungeness, viscera",41.746208,-124.184382,
1106,2015-12-16,Crescent City Harbor,,25.0,Del Norte,"Crab, Dungeness, viscera",41.746208,-124.184382,
1107,2015-12-16,Crescent City Harbor,,18.0,Del Norte,"Crab, Dungeness, viscera",41.746208,-124.184382,
1108,2015-12-16,Crescent City Harbor,,22.0,Del Norte,"Crab, Dungeness, viscera",41.746208,-124.184382,
1109,2015-12-16,Crescent City Harbor,,39.0,Del Norte,"Crab, Dungeness, viscera",41.746208,-124.184382,
1110,2015-12-16,Crescent City Harbor,,9.8,Del Norte,"Crab, Dungeness, viscera",41.746208,-124.184382,
1111,2015-12-16,"CDFG Trawl Block 249, Ft Bragg",,20.0,Mendocino,"Crab, Dungeness, viscera",39.8,-123.88333,
1112,2015-12-16,"CDFG Trawl Block 249, Ft Bragg",,8.2,Mendocino,"Crab, Dungeness, viscera",39.8,-123.88333,
1113,2015-12-16,"CDFG Trawl Block 249, Ft Bragg",,37.0,Mendocino,"Crab, Dungeness, viscera",39.8,-123.88333,
1114,2015-12-16,"CDFG Trawl Block 249, Ft Bragg",,29.0,Mendocino,"Crab, Dungeness, viscera",39.8,-123.88333,
1115,2015-12-16,"CDFG Trawl Block 249, Ft Bragg",,15.0,Mendocino,"Crab, Dungeness, viscera",39.8,-123.88333,
1116,2015-12-16,"CDFG Trawl Block 249, Ft Bragg",,12.0,Mendocino,"Crab, Dungeness, viscera",39.8,-123.88333,
1119,2015-12-17,"CDFG Trawl Block 422, Carmet",,7.0,Sonoma,"Crab, Dungeness, viscera",38.43333,-123.18333,
1120,2015-12-17,"CDFG Trawl Block 422, Carmet",,7.7,Sonoma,"Crab, Dungeness, viscera",38.43333,-123.18333,
1121,2015-12-17,"CDFG Trawl Block 422, Carmet",,28.0,Sonoma,"Crab, Dungeness, viscera",38.43333,-123.18333,
1122,2015-12-17,"CDFG Trawl Block 422, Carmet",,17.0,Sonoma,"Crab, Dungeness, viscera",38.43333,-123.18333,
1123,2015-12-17,"CDFG Trawl Block 422, Carmet",,38.0,Sonoma,"Crab, Dungeness, viscera",38.43333,-123.18333,
1124,2015-12-17,"CDFG Trawl Block 422, Carmet",,7.1,Sonoma,"Crab, Dungeness, viscera",38.43333,-123.18333,
1125,2015-12-17,"CDFG Trawl Block 431, Bodega",,120.0,Sonoma,"Crab, Dungeness, viscera",38.234676,-123.104345,
1126,2015-12-17,"CDFG Trawl Block 431, Bodega",,18.0,Sonoma,"Crab, Dungeness, viscera",38.234676,-123.104345,
1127,2015-12-17,"CDFG Trawl Block 431, Bodega",,36.0,Sonoma,"Crab, Dungeness, viscera",38.234676,-123.104345,
1128,2015-12-17,"CDFG Trawl Block 431, Bodega",,38.0,Sonoma,"Crab, Dungeness, viscera",38.234676,-123.104345,
1129,2015-12-17,"CDFG Trawl Block 431, Bodega",,20.0,Sonoma,"Crab, Dungeness, viscera",38.234676,-123.104345,
1130,2015-12-17,"CDFG Trawl Block 431, Bodega",,54.0,Sonoma,"Crab, Dungeness, viscera",38.234676,-123.104345,
1131,2015-12-17,"CDFG Trawl Block 438, Pt Reyes",<,2.5,Marin,"Crab, Dungeness, viscera",38.102567,-122.980295,
1132,2015-12-17,"CDFG Trawl Block 438, Pt Reyes",,7.1,Marin,"Crab, Dungeness, viscera",38.102567,-122.980295,
1133,2015-12-17,"CDFG Trawl Block 438, Pt Reyes",,12.0,Marin,"Crab, Dungeness, viscera",38.102567,-122.980295,
1134,2015-12-17,"CDFG Trawl Block 438, Pt Reyes",,13.0,Marin,"Crab, Dungeness, viscera",38.102567,-122.980295,
1135,2015-12-17,"CDFG Trawl Block 438, Pt Reyes",,20.0,Marin,"Crab, Dungeness, viscera",38.102567,-122.980295,
1182,2015-12-26,"CDFG Trawl Block 133, Trinidad",,13.0,Humboldt,"Crab, Dungeness, viscera",41.092534,-124.247121,
1183,2015-12-26,"CDFG Trawl Block 133, Trinidad",,13.0,Humboldt,"Crab, Dungeness, viscera",41.092534,-124.247121,
1184,2015-12-26,"CDFG Trawl Block 133, Trinidad",,19.0,Humboldt,"Crab, Dungeness, viscera",41.092534,-124.247121,
1185,2015-12-26,"CDFG Trawl Block 133, Trinidad",<,2.5,Humboldt,"Crab, Dungeness, viscera",41.092534,-124.247121,
1186,2015-12-26,"CDFG Trawl Block 133, Trinidad",,49.0,Humboldt,"Crab, Dungeness, viscera",41.092534,-124.247121,
1187,2015-12-26,"CDFG Trawl Block 133, Trinidad",,27.0,Humboldt,"Crab, Dungeness, viscera",41.092534,-124.247121,
1188,2015-12-26,"CDFG Trawl Block 133, Trinidad",,16.0,Humboldt,"Crab, Dungeness, viscera",41.092534,-124.247121,
1189,2015-12-26,"CDFG Trawl Block 133, Trinidad",,38.0,Humboldt,"Crab, Dungeness, viscera",41.092534,-124.247121,
1190,2015-12-26,"CDFG Trawl Block 133, Trinidad",,17.0,Humboldt,"Crab, Dungeness, viscera",41.092534,-124.247121,
1191,2015-12-26,"CDFG Trawl Block 133, Trinidad",,7.4,Humboldt,"Crab, Dungeness, viscera",41.092534,-124.247121,
1192,2015-12-26,"CDFG Trawl Block 133, Trinidad",,16.0,Humboldt,"Crab, Dungeness, viscera",41.092534,-124.247121,
1193,2015-12-26,"CDFG Trawl Block 133, Trinidad",,22.0,Humboldt,"Crab, Dungeness, viscera",41.092534,-124.247121,
1218,2015-12-27,"Mendocino, Pt. Arena OFFSHORE",,39.0,Mendocino,"Crab, Dungeness, viscera",38.9559,-123.7964,
1219,2015-12-27,"Mendocino, Pt. Arena OFFSHORE",,22.0,Mendocino,"Crab, Dungeness, viscera",38.9559,-123.7964,
1220,2015-12-27,"Mendocino, Pt. Arena OFFSHORE",,37.0,Mendocino,"Crab, Dungeness, viscera",38.9559,-123.7964,
1221,2015-12-27,"Mendocino, Pt. Arena OFFSHORE",,29.0,Mendocino,"Crab, Dungeness, viscera",38.9559,-123.7964,
1222,2015-12-27,"Mendocino, Pt. Arena OFFSHORE",,15.0,Mendocino,"Crab, Dungeness, viscera",38.9559,-123.7964,
1223,2015-12-27,"Mendocino, Pt. Arena OFFSHORE",,19.0,Mendocino,"Crab, Dungeness, viscera",38.9559,-123.7964,
1224,2015-12-29,"CDFG Trawl Block 431, Bodega",,14.0,Sonoma,"Crab, Dungeness, viscera",38.234676,-123.104345,
1225,2015-12-29,"CDFG Trawl Block 431, Bodega",,29.0,Sonoma,"Crab, Dungeness, viscera",38.234676,-123.104345,
1226,2015-12-29,"CDFG Trawl Block 433, Bodega",,16.0,Sonoma,"Crab, Dungeness, viscera",38.247455,-123.412019,
1227,2015-12-29,"CDFG Trawl Block 433, Bodega",<,2.5,Sonoma,"Crab, Dungeness, viscera",38.247455,-123.412019,
1228,2015-12-29,"CDFG Trawl Block 434, Bodega",,54.0,Sonoma,"Crab, Dungeness, viscera",38.253324,-123.577262,
1229,2015-12-29,"CDFG Trawl Block 434, Bodega",,9.7,Sonoma,"Crab, Dungeness, viscera",38.253324,-123.577262,
1230,2015-12-29,"CDFG Trawl Block 464, San Pedr",,3.8,San Mateo,"Crab, Dungeness, viscera",37.577033,-122.595224,
1231,2015-12-29,"CDFG Trawl Block 464, San Pedr",,12.0,San Mateo,"Crab, Dungeness, viscera",37.577033,-122.595224,
1232,2015-12-29,"CDFG Trawl Block 473, HMBoff",,29.0,San Mateo,"Crab, Dungeness, viscera",37.414663,-122.583638,
1233,2015-12-29,"CDFG Trawl Block 473, HMBoff",<,2.5,San Mateo,"Crab, Dungeness, viscera",37.414663,-122.583638,
1234,2015-12-29,"CDFG Trawl Block 474, HMBoff",,6.4,San Mateo,"Crab, Dungeness, viscera",37.418572,-122.749475,
1235,2015-12-29,"CDFG Trawl Block 474, HMBoff",,5.4,San Mateo,"Crab, Dungeness, viscera",37.418572,-122.749475,
1236,2015-12-29,"CDFG Trawl Block 456, Off SF",,9.7,San Francisco,"Crab, Dungeness, viscera",37.738894,-122.753228,
1237,2015-12-29,"CDFG Trawl Block 456, Off SF",,25.0,San Francisco,"Crab, Dungeness, viscera",37.738894,-122.753228,
1238,2015-12-29,"CDFG Trawl Block 456, Off SF",,23.0,San Francisco,"Crab, Dungeness, viscera",37.738894,-122.753228,
1239,2015-12-29,"CDFG Trawl Block 456, Off SF",,16.0,San Francisco,"Crab, Dungeness, viscera",37.738894,-122.753228,
1240,2015-12-29,"CDFG Trawl Block 457, Off SF",,6.2,San Francisco,"Crab, Dungeness, viscera",37.740601,-122.941565,
1241,2015-12-29,"CDFG Trawl Block 457, Off SF",,20.0,San Francisco,"Crab, Dungeness, viscera",37.740601,-122.941565,
1242,2015-12-30,"CDFG Trawl Block 423, Carmet",,30.0,Sonoma,"Crab, Dungeness, viscera",38.42264,-123.236138,
1243,2015-12-30,"CDFG Trawl Block 423, Carmet",,5.6,Sonoma,"Crab, Dungeness, viscera",38.42264,-123.236138,
1244,2015-12-30,"CDFG Trawl Block 422, Carmet",,9.6,Sonoma,"Crab, Dungeness, viscera",38.43333,-123.18333,
1245,2015-12-30,"CDFG Trawl Block 422, Carmet",,3.1,Sonoma,"Crab, Dungeness, viscera",38.43333,-123.18333,
1246,2015-12-30,"CDFG Trawl Block 423, Carmet",,17.0,Sonoma,"Crab, Dungeness, viscera",38.42264,-123.236138,
1247,2015-12-30,"CDFG Trawl Block 423, Carmet",,15.0,Sonoma,"Crab, Dungeness, viscera",38.42264,-123.236138,
1248,2015-12-30,"CDFG Trawl Block 414, Ft Ross",,25.0,Sonoma,"Crab, Dungeness, viscera",38.525106,-123.280086,
1249,2015-12-30,"CDFG Trawl Block 414, Ft Ross",,13.0,Sonoma,"Crab, Dungeness, viscera",38.525106,-123.280086,
1250,2015-12-30,"CDFG Trawl Block 415, Salt Pt",,29.0,Sonoma,"Crab, Dungeness, viscera",38.582487,-123.418276,
1251,2015-12-30,"CDFG Trawl Block 415, Salt Pt",,11.0,Sonoma,"Crab, Dungeness, viscera",38.582487,-123.418276,
1252,2015-12-30,"CDFG Trawl Block 416, Off Salt",,24.0,Sonoma,"Crab, Dungeness, viscera",38.586659,-123.581956,
1253,2015-12-30,"CDFG Trawl Block 416, Off Salt",,23.0,Sonoma,"Crab, Dungeness, viscera",38.586659,-123.581956,
1254,2015-12-30,"CDFG Trawl Block 121, Off Klam",,15.0,Del Norte,"Crab, Dungeness, viscera",41.419368,-124.247288,
1255,2015-12-30,"CDFG Trawl Block 121, Off Klam",,25.0,Del Norte,"Crab, Dungeness, viscera",41.419368,-124.247288,
1256,2015-12-30,"CDFG Trawl Block 121, Off Klam",,20.0,Del Norte,"Crab, Dungeness, viscera",41.419368,-124.247288,
1257,2015-12-30,"CDFG Trawl Block 121, Off Klam",,25.0,Del Norte,"Crab, Dungeness, viscera",41.419368,-124.247288,
1258,2015-12-30,"CDFG Trawl Block 121, Off Klam",,8.6,Del Norte,"Crab, Dungeness, viscera",41.419368,-124.247288,
